side,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,bars_held,gross_return_pct,net_return_pct,exit_reason,signal_score
short,2026-05-14 19:00:00,2026-05-15 02:00:00,81582.0,80787.126429,82111.915714,80787.126429,8,0.9743,0.8943,target,5.9322
long,2026-05-18 17:00:00,2026-05-18 20:00:00,76410.0,77044.56,75986.96,77044.56,4,0.8305,0.7505,target,5.9788
long,2026-05-26 04:00:00,2026-05-26 10:00:00,76664.0,77293.467143,76349.266429,77293.467143,7,0.8211,0.7411,target,5.7252
long,2026-05-28 00:00:00,2026-05-28 03:00:00,74449.31,73971.567857,73971.567857,75404.794286,4,-0.6417,-0.7217,stop,6.0902
long,2026-05-28 15:00:00,2026-05-29 02:00:00,73033.06,73225.06,72543.765,74011.65,12,0.2629,0.1829,time,6.3899
